REGION,SITE,PLOT,CUM,YEAR,PERIOD,THROW,FUNCHR,FUNCON,GAMHOL,HETFOR,JORFLO,LUCGOO,MONALB,PROALL,PROFAL,PROSPP,PALPAL,DEPTH_AVE_30DAY,DEPTH_AVE_180DAY,DSLDD,LASTDAYDRY,TRANSECT,E.AMICAL,E.CICURO,E.LEPPLA,E.MICSAL,E.MONALB,REGSITE,SITEPLOT
PHD,55,B,70,2009,5,7,0,0.285714286,2,0.142857143,0,0.142857143,0,0.142857143,0,0,0.142857143,23.23139399,28.75361622,191,107,5,0,0,0,0.2,0.4,PHD55,PHD55B
PHD,55,B,71,2010,1,5,0,0,1,0,0,0,0,0.6,0,0,0,18.66472733,27.36472733,253,107,5,0,0,0,0.2,0.4,PHD55,PHD55B
PHD,55,B,73,2010,3,7,0,1.142857143,2.571428571,0.428571429,0,0.142857143,0,1.285714286,0,3.857142857,0,24.49806066,14.33395021,108,3,6,0,0,0,0.166666667,0.166666667,PHD55,PHD55B
PHD,55,B,74,2010,4,7,0.571428571,0.714285714,2.142857143,0.285714286,0,0.857142857,0,1.571428571,0,0.142857143,0.285714286,36.06948923,21.50775974,178.5714286,3,6,0,0,0,0.166666667,0.166666667,PHD55,PHD55B
PHD,55,B,79,2011,4,7,0,1.142857143,1.285714286,0,0.285714286,0,0,2.285714286,0,2.571428571,0,24.23139399,15.53966738,97,134,3,0,0,0,0,1,PHD55,PHD55B
PHD,55,B,80,2011,5,7,0,0.857142857,1.285714286,0,0,0,0.142857143,3.142857143,0,0.142857143,0,22.86472733,19.34718658,152,134,3,0,0,0,0,1,PHD55,PHD55B
PHD,55,B,83,2012,3,7,0.285714286,1,0.857142857,0.142857143,0,0,0,0.857142857,0,0.428571429,0.714285714,31.93139399,13.75268827,90,2,6,0,0,0,0,2,PHD55,PHD55B
PHD,55,B,84,2012,4,7,0.571428571,0.571428571,1.571428571,0.571428571,0,0,0,0.571428571,0,0.142857143,2,33.29806066,25.58923642,167,2,6,0,0,0,0,2,PHD55,PHD55B
PHD,55,B,85,2012,5,7,0.285714286,0.142857143,0.285714286,0.428571429,0,0,0.142857143,0.285714286,0,0,0.571428571,24.76472733,30.18694955,222,2,6,0,0,0,0,2,PHD55,PHD55B
PHD,55,B,88,2013,3,7,0.571428571,0.571428571,0.285714286,0.857142857,0,0.142857143,0,0.142857143,0,0,1.571428571,28.63139399,11.85284988,109,6,3,0,0,0,0,0.666666667,PHD55,PHD55B
PHD,55,B,89,2013,4,7,0.285714286,0,0.142857143,0.285714286,0,0.142857143,0.142857143,0.142857143,0,0,1.857142857,28.89806066,23.77169567,209,6,3,0,0,0,0,0.666666667,PHD55,PHD55B
PHD,55,B,90,2013,5,7,0.142857143,0.142857143,0,0.428571429,0,0.142857143,0.142857143,0,0,0,1.428571429,24.13139399,27.29806066,242,6,3,0,0,0,0,0.666666667,PHD55,PHD55B
PHD,55,B,91,2014,1,7,0,0,0.142857143,0.285714286,0,0,0.428571429,0,0,0,2.285714286,22.66472733,25.89806066,306,6,3,0,0,0,0,0.666666667,PHD55,PHD55B
PHD,55,B,93,2014,3,5,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,12.93139399,12.25372396,25,2,3,0,0,0,0,7.333333333,PHD55,PHD55B
PHD,55,B,94,2014,4,7,0,0,0.142857143,0.142857143,0,0,0.285714286,0,0,0,0,22.76472733,15.3981684,106,2,3,0,0,0,0,7.333333333,PHD55,PHD55B
PHD,55,B,95,2014,5,7,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0.142857143,23.33139399,20.59806066,165,2,3,0,0,0,0,7.333333333,PHD55,PHD55B
PHD,55,B,99,2015,4,7,0.142857143,0,0,0.142857143,0,0.285714286,0.142857143,0,0,0,0.857142857,27.76472733,15.64707884,77,1,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,100,2015,5,7,0,0.142857143,0,0.142857143,0,0.142857143,0,0,0,0,0.142857143,21.03139399,16.00818995,115,1,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,101,2016,1,7,0,0,0.571428571,0,0,0,0,0,0,0,2.857142857,26.96472733,23.67583844,176,1,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,102,2016,2,7,0.571428571,0,2,0.142857143,0,0,0,0,0,0,10.42857143,23.33139399,25.59647336,233.8571429,1,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,103,2016,3,7,0.142857143,0,1.285714286,0.285714286,0,0.142857143,0.571428571,0,0,0,10.42857143,24.43139399,20.93384247,325,1,2,0,0,0,0,5,PHD55,PHD55B
PHD,55,B,104,2016,4,7,0,0,0,0.142857143,0,0.285714286,0,0,0,0,NA,33.06472733,22.45606469,420,1,2,0,0,0,0,5,PHD55,PHD55B
PHD,55,B,105,2016,5,7,0.142857143,0,0,0.285714286,0,0,0,0,0,0,NA,30.86472733,28.84250511,477,1,2,0,0,0,0,5,PHD55,PHD55B
PHD,55,B,108,2017,3,7,0,0,0,0,0,0,0.142857143,0,0,0,0,21.53139399,12.17148019,27,34,2,0,0,0,0,1.5,PHD55,PHD55B
PHD,55,B,109,2017,4,7,0.285714286,0,0.857142857,0.142857143,0,0,0,0,0.142857143,0,0,36.06472733,21.16924719,122,34,2,0,0,0,0,1.5,PHD55,PHD55B
PHD,55,B,110,2017,5,7,0,0,0.714285714,0,0,0.428571429,0,0,0,0,1,30.29806066,27.6969711,174,34,2,0,0,0,0,1.5,PHD55,PHD55B
PHD,55,B,111,2018,1,7,0,0,0.285714286,0,0,0,0,0,0,0,0.714285714,24.33139399,29.77583844,245,34,2,0,0,0,0,1.5,PHD55,PHD55B
PHD,55,B,113,2018,3,7,0.142857143,0,0,0.285714286,0,0.142857143,0,0,0.428571429,0,1.285714286,30.73139399,15.81363776,48,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,114,2018,4,7,0.142857143,0,0.142857143,0.285714286,0,0.142857143,0,0,0,0,1.428571429,31.46472733,24.72474888,156,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,115,2018,5,7,0,0,0.285714286,0,0,1,0,0,0,0,2.285714286,25.39806066,29.32583844,195,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,119,2019,4,7,0,0,0.285714286,0.285714286,0,0.285714286,0,0,0,0,2.142857143,28.16472733,19.02153406,115,2,2,0,0,0,0,0,PHD55,PHD55B
PHD,55,B,120,2019,5,7,0,0,0.428571429,0.142857143,0,0.142857143,0,0,0,0,0.285714286,24.99806066,25.33139399,177,2,2,0,0,0,0,0,PHD55,PHD55B
PHD,55,B,121,2020,1,7,0.142857143,0,0.285714286,0.142857143,0,0,0,0,0,0,1.571428571,21.49806066,25.96472733,247,2,2,0,0,0,0,0,PHD55,PHD55B
PHD,55,B,122,2020,2,7,0,0,0,0,0,0,0,0,0,0,0.285714286,24.35165257,15.27153406,41,31,2,0,0,0,0,0,PHD55,PHD55B
PHD,55,B,123,2020,3,7,0,0,0.571428571,0,0,0.285714286,0,0,0,0,0,31.09806066,16.74375628,97,31,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,124,2020,4,7,0.714285714,0.142857143,0.857142857,0.142857143,0,0.142857143,0,0.428571429,0.142857143,0,0,35.86472733,22.43264517,144,31,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,125,2020,5,7,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.285714286,0.571428571,1.428571429,37.99806066,31.55143709,193,31,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,B,126,2021,1,7,0.142857143,0,0.285714286,0.285714286,0,1.571428571,0,0,0.571428571,0,2.285714286,29.76472733,32.62028288,257,31,NA,NA,NA,NA,NA,NA,PHD55,PHD55B
PHD,55,C,64,2008,4,7,0.142857143,0.714285714,0.571428571,0,0,0,0,0.714285714,0,0,0.285714286,31.53863499,18.2822422,126,62,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,65,2008,5,7,0.857142857,0.428571429,0.571428571,0.142857143,0,0.142857143,0,0.142857143,0,0,0.142857143,24.47196832,24.50734715,174,62,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,68,2009,3,7,0,1.142857143,0.142857143,0,0,0,0,7,0,0.142857143,0,28.50530165,9.545491575,38,108,5,0,0.4,0,0,0.4,PHD55,PHD55C
PHD,55,C,69,2009,4,7,0,0.142857143,0.285714286,0,0,0,0,3.142857143,0,0,0,33.83863499,24.31597096,141,108,5,0,0.4,0,0,0.4,PHD55,PHD55C
PHD,55,C,70,2009,5,7,0.142857143,0.142857143,2.714285714,0.285714286,0,0.142857143,0,0.571428571,0,0,0,22.63863499,27.86085721,191,108,5,0,0.4,0,0,0.4,PHD55,PHD55C
PHD,55,C,71,2010,1,5,0,0.4,0.4,0,0,0,0,0.6,0,0,0,18.17196832,26.62196832,254,108,5,0,0.4,0,0,0.4,PHD55,PHD55C
PHD,55,C,73,2010,3,7,0.285714286,0.285714286,1.285714286,0.142857143,0,0.285714286,0,0.428571429,0,1,0,23.80530165,13.85846267,108,4,6,0,0,0,0.166666667,0.666666667,PHD55,PHD55C
PHD,55,C,74,2010,4,7,1.428571429,0.285714286,2,0.285714286,0.285714286,1.285714286,0,2.428571429,0,0.285714286,0.142857143,35.40530165,20.84735155,178,4,6,0,0,0,0.166666667,0.666666667,PHD55,PHD55C
PHD,55,C,79,2011,4,7,0,1.142857143,0.285714286,0,0,0,0,3.142857143,0,2.857142857,0,23.63863499,14.94539881,97,133,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,80,2011,5,7,0,1.285714286,1.142857143,0,0,0,0,3.285714286,0,0.857142857,0,22.87196832,18.40490623,149,133,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,83,2012,3,7,0,1,0.285714286,0,0,0,0,0.714285714,0,0,0,30.57196832,12.7058826,90,3,6,0,0,0,0.5,1.166666667,PHD55,PHD55C
PHD,55,C,84,2012,4,7,0.428571429,0,0.428571429,0,0,0,0,0.428571429,0,0.142857143,0.285714286,31.83863499,24.25734715,167,3,6,0,0,0,0.5,1.166666667,PHD55,PHD55C
PHD,55,C,85,2012,5,7,0,0.571428571,0.285714286,0.285714286,0.142857143,0,0,0.285714286,0,0,1.428571429,23.97196832,28.86085721,221,3,6,0,0,0,0.5,1.166666667,PHD55,PHD55C
PHD,55,C,88,2013,3,7,0,1,0.285714286,1.142857143,0,0.142857143,0.142857143,0.285714286,0,1.285714286,1.285714286,27.43863499,11.00139617,101,1,4,0,0,0,0,4.5,PHD55,PHD55C
PHD,55,C,89,2013,4,7,0.142857143,0,0,0.571428571,0,0,0.142857143,0.285714286,0,0,1,27.73863499,22.77966214,201,1,4,0,0,0,0,4.5,PHD55,PHD55C
PHD,55,C,90,2013,5,7,0,0,0,0.285714286,0,0.142857143,0,0,0,0,1.714285714,23.07196832,26.1497461,234,1,4,0,0,0,0,4.5,PHD55,PHD55C
PHD,55,C,91,2014,1,7,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,1.428571429,21.63863499,24.7997461,298,1,4,0,0,0,0,4.5,PHD55,PHD55C
PHD,55,C,93,2014,3,5,0,0,0.2,0,0,0,0,0,0,0,1.8,11.80530165,11.32605932,25,73,5,0,0.2,0,0,6.8,PHD55,PHD55C
PHD,55,C,94,2014,4,7,0,0.142857143,0.285714286,0.285714286,0,0,0,0,0,0,0.571428571,21.57196832,14.33161488,106,73,5,0,0.2,0,0,6.8,PHD55,PHD55C
PHD,55,C,95,2014,5,7,0,0,0.142857143,0,0,0,0,0,0,0,0,22.07196832,19.37601294,165,73,5,0,0.2,0,0,6.8,PHD55,PHD55C
PHD,55,C,99,2015,4,7,0.142857143,0.142857143,0.142857143,0.142857143,0,0.571428571,0,0,0,0,0,26.77196832,14.61343728,77,2,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,100,2015,5,7,0,0.142857143,0.142857143,0,0,0,0,0,0,0,0.142857143,20.10530165,15.04121505,115,2,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,101,2016,1,7,0,0,0.428571429,0,0,0.142857143,0,0,0,0,0.571428571,25.53863499,22.3997461,175,2,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,102,2016,2,7,0,0,0.571428571,0,0,0.285714286,0,0,0,0,4.142857143,22.03863499,24.41085721,235,2,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,103,2016,3,7,0,0,0.428571429,0.142857143,0,0.285714286,0.142857143,0,0,0,5.571428571,23.23863499,19.89579424,325,2,2,0,0.5,0,0,5,PHD55,PHD55C
PHD,55,C,104,2016,4,7,0,0,0,0.142857143,0,0.142857143,0,0,0,0,NA,31.77196832,21.43468313,420,2,2,0,0.5,0,0,5,PHD55,PHD55C
PHD,55,C,105,2016,5,7,0,0.142857143,0,0.142857143,0,0.714285714,0.285714286,0,0,0,NA,29.27196832,27.66085721,478,2,2,0,0.5,0,0,5,PHD55,PHD55C
PHD,55,C,108,2017,3,7,0,0,0,0,0,0,0,0,0,0,0,20.30530165,11.4654364,27,36,2,0,0,0,0,1.5,PHD55,PHD55C
PHD,55,C,109,2017,4,7,0,0,0.285714286,0.285714286,0,0.428571429,0,0,0,0,0,34.67196832,20.12805844,122,36,2,0,0,0,0,1.5,PHD55,PHD55C
PHD,55,C,110,2017,5,7,0.142857143,0,0.857142857,0.571428571,0,0.285714286,0,0,0,0,0.714285714,28.73863499,26.36339089,174,36,2,0,0,0,0,1.5,PHD55,PHD55C
PHD,55,C,111,2018,1,7,0,0,0.285714286,0,0,0,0,0,0,0,1.857142857,23.17196832,28.43307943,245,36,2,0,0,0,0,1.5,PHD55,PHD55C
PHD,55,C,113,2018,3,7,0.142857143,0,0,0,0,0.285714286,0,0,0,0,1.142857143,29.53863499,14.99116867,48,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,114,2018,4,7,0,0,0,0.142857143,0,0.428571429,0,0,0,0,0.857142857,30.30530165,23.76339089,156,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,115,2018,5,7,0.428571429,0,0.571428571,0.142857143,0,0.571428571,0,0,0,0,0.714285714,24.33863499,28.22196832,195,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,116,2019,1,5,0,0,0.2,0,0,0.4,0,0,0,0,1.2,17.63863499,24.98307943,268,28,NA,NA,NA,NA,NA,NA,PHD55,PHD55C
PHD,55,C,118,2019,3,7,0.142857143,0,0,0.714285714,0,0.285714286,0,0.142857143,0.142857143,0.142857143,1.571428571,20.33863499,13.74121505,44,2,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,119,2019,4,7,0.142857143,0,0,0.285714286,0,0,0,0,0,0,1.285714286,27.47196832,18.4356595,115,2,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,120,2019,5,7,0,0,0,0,0,0.142857143,0,0,0,0,0.571428571,24.03863499,24.76641276,178,2,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,121,2020,1,7,0,0,0.285714286,0.428571429,0,0.428571429,0,0,0,0,0.285714286,20.67196832,25.14419054,248,2,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,122,2020,2,7,0,0,0.285714286,0,0,0,0,0,0,0,1.428571429,23.36903921,14.61899283,41,31,2,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,123,2020,3,7,0,0,0.142857143,0,0,0.571428571,0,0.285714286,0,0,0,29.87196832,15.95232616,97,31,1,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,124,2020,4,7,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0,0.428571429,0.142857143,0,0,34.67196832,21.48010394,144,31,1,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,125,2020,5,7,NA,NA,NA,NA,NA,NA,NA,0.142857143,0.428571429,0,0.428571429,36.23863499,30.22703569,193,31,1,0,0,0,0,0,PHD55,PHD55C
PHD,55,C,126,2021,1,7,0.142857143,0,0.285714286,0.285714286,0,1.857142857,0,0,1,0.142857143,1,28.43863499,31.18863499,257,31,1,0,0,0,0,0,PHD55,PHD55C
PHD,59,A,64,2008,4,7,0.285714286,0,2,0,0,0,0,0,0,0,0.142857143,32.52484201,17.98992078,126,57,NA,NA,NA,NA,NA,NA,PHD59,PHD59A
PHD,59,A,65,2008,5,7,0.142857143,0,2.571428571,0,0.142857143,0.285714286,0,0.571428571,0,0,1.571428571,22.82484201,24.11396677,175,57,NA,NA,NA,NA,NA,NA,PHD59,PHD59A
PHD,59,A,68,2009,3,7,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0,23.62484201,9.115167184,42,87,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,69,2009,4,7,0,0.285714286,1.714285714,0,0.142857143,0,0,0.142857143,0,0,0,34.05817534,20.12994689,145,87,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,70,2009,5,7,0.571428571,0,2,0,0,1.428571429,0,0.285714286,0,0,0.285714286,21.72484201,24.16928645,193,87,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,71,2010,1,5,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0.2,17.29150868,24.57484201,258,87,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,72,2010,2,5,0.2,0.2,2.8,0.8,0,6.2,0,0,0,0,0,14.52484201,20.69150868,313,87,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,73,2010,3,7,0.142857143,0.571428571,2.857142857,0,0.285714286,0,0,0.142857143,0,0,4.714285714,18.62484201,12.21167126,65,5,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,74,2010,4,7,0.857142857,0.714285714,6.142857143,1,1.714285714,0.714285714,0.285714286,1,0,0,0.285714286,36.95817534,17.82278237,136,5,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,75,2010,5,5,0,0,1.2,1,0,0.8,0,0.4,0,0,2.8,24.65817534,24.52484201,189,5,6,0,0,0,0,0,PHD59,PHD59A
PHD,59,A,76,2011,1,5,1,0,0.4,0.2,0,3,0,0.6,0,0,4.2,16.85817534,24.43595312,258,5,6,0,0,0,0,0,PHD59,PHD59A
