gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3915623555	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136168142	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.171087	-80.373932	8.0						2022-09-23T11:44:40	23	9	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	136168142		Isaac Lord	2022-09-23T15:56:55	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:29:44.537Z	StillImage	COORDINATE_ROUNDED
3915356039	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/135935720	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.192419	-80.355432	82.0						2022-09-20T15:43:00	20	9	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	135935720		Isaac Lord	2022-09-21T17:24:12	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:36:04.980Z	StillImage	COORDINATE_ROUNDED
3915291306	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/13132131	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	28.074685	-82.374448	54.0						2018-05-26T12:17:00	26	5	2018	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	13132131		dpierre6	2018-06-05T02:37:43	CC_BY_NC_4_0	dpierre6	dpierre6			2022-11-25T04:52:21.779Z	StillImage	COORDINATE_ROUNDED
3912111667	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/135083666	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.381527	-80.439323	5.0						2022-09-15T01:24:37	15	9	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	135083666		Isaac Lord	2022-09-15T05:32:12	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:29:11.617Z	StillImage	COORDINATE_ROUNDED
3903116719	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/133357637	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.28401	-80.31525							2022-09-01T21:43:00	1	9	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	133357637		Isaac Lord	2022-09-02T17:25:51	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:28:42.510Z	StillImage	
3902984271	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/132371196	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.395676	-80.448517	7.0						2022-08-26T01:09:18	26	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	132371196		Isaac Lord	2022-08-26T05:14:07	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T06:10:11.961Z	StillImage	COORDINATE_ROUNDED
3902840195	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/134292669	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.178138	-80.368079	7.0						2022-09-09T09:26:45	9	9	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	134292669		Isaac Lord	2022-09-09T13:37:48	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:28:55.682Z	StillImage	COORDINATE_ROUNDED
3902741080	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/132815016	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.39964	-80.45104	977.0						2022-08-24T00:51:00	24	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	132815016		Isaac Lord	2022-08-29T13:52:26	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:33:40.004Z	StillImage	
3892598226	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/131077353	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.283728	-80.331591	2.0						2022-08-15T23:11:00	15	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	131077353		Isaac Lord	2022-08-16T15:30:18	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T06:12:16.619Z	StillImage	COORDINATE_ROUNDED
3892551831	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/130572390	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.3602	-80.820945	4.0						2022-08-09T21:09:53	9	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	130572390		pythonbob	2022-08-13T01:00:34	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T06:09:30.528Z	StillImage	
3892297854	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/130572615	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.164122	-80.911613	4.0						2022-08-09T23:22:48	9	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	130572615		pythonbob	2022-08-13T01:02:24	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T06:11:04.226Z	StillImage	COORDINATE_ROUNDED
3889171088	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/129557740	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.286616	-80.898651	118022.0						2013-10-30T10:20:00	30	10	2013	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	129557740		John Serrao	2022-08-05T16:22:52	CC_BY_NC_4_0	John Serrao	John Serrao			2022-11-25T05:27:25.759Z	StillImage	COORDINATE_ROUNDED
3888808246	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/130008270	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.2351	-80.8189							2022-08-07T21:48:00	7	8	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	130008270		Tom Bisko	2022-08-08T18:10:00	CC_BY_NC_4_0	Tom Bisko	Tom Bisko			2022-11-25T06:12:31.848Z	StillImage	COORDINATE_ROUNDED
3881785918	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/128355781	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.180914	-80.365505	15.0						2022-07-27T23:56:00	27	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	128355781		Isaac Lord	2022-07-28T20:41:43	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T06:10:02.270Z	StillImage	COORDINATE_ROUNDED
3881418758	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/128667667	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.159364	-80.784222	71.0						2022-07-30T15:51:17	30	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	128667667		Nicholas Canino	2022-07-30T19:54:36	CC_BY_NC_4_0	Nicholas Canino	Nicholas Canino			2022-11-25T06:08:59.421Z	StillImage	COORDINATE_ROUNDED
3874202520	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/128024082	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.245408	-80.802063	4.0						2022-07-21T23:40:49	21	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	128024082		pythonbob	2022-07-26T17:45:46	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T06:08:59.007Z	StillImage	COORDINATE_ROUNDED
3874118747	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/125717331	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.246975	-80.800247	4.0						2022-07-10T01:50:07	10	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	125717331		pythonbob	2022-07-11T01:29:35	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T05:26:11.300Z	StillImage	COORDINATE_ROUNDED
3874073538	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/127351979	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.248733	-80.264122	29981.0						2022-07-18T23:52:00	18	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	127351979		Isaac Lord	2022-07-22T12:56:53	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T05:26:45.073Z	StillImage	COORDINATE_ROUNDED
3873994064	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/127041228	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.619208	-80.336782	162.0						2022-07-19T19:53:00	19	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	127041228		Shawn	2022-07-20T02:26:58	CC_BY_NC_4_0	Shawn	Shawn			2022-11-25T06:09:55.848Z	StillImage	COORDINATE_ROUNDED
3873793439	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/127081386	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.262354	-80.310479	11.0						2022-07-20T08:28:10	20	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	127081386		Isaac Lord	2022-07-20T12:32:48	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T06:08:33.865Z	StillImage	COORDINATE_ROUNDED
3873060470	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/127091558	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.265743	-80.308837	11.0						2022-07-20T10:10:51	20	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	127091558		Isaac Lord	2022-07-20T14:13:07	CC_BY_NC_4_0	Isaac Lord	Isaac Lord			2022-11-25T06:09:36.663Z	StillImage	COORDINATE_ROUNDED
3864865988	847aa410-f762-11e1-a439-00145eb45e9a	http://arctos.database.museum/guid/BYU:Herp:34696?seid=4930843	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	no specific locality	Utah	PRESENT		fd70f580-4ce2-11db-b80e-b8a03c50a862									1915-01-01T00:00:00	1	1	1915	4820533	4820533	PRESERVED_SPECIMEN	BYU	Herp	BYU:Herp:34696		unknown	2019-01-01T00:00:00	CC_BY_NC_4_0		Collector(s): unknown			2022-11-25T06:45:26.286Z		INSTITUTION_MATCH_FUZZY
3864854675	847aa410-f762-11e1-a439-00145eb45e9a	http://arctos.database.museum/guid/BYU:Herp:41700?seid=4574812	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	V.A. Hospital, Salt Lake City.	Utah	PRESENT		fd70f580-4ce2-11db-b80e-b8a03c50a862									1969-01-01T00:00:00	1	1	1969	4820533	4820533	PRESERVED_SPECIMEN	BYU	Herp	BYU:Herp:41700		James Glenn	1990-12-31T00:00:00	CC_BY_NC_4_0		Collector(s): James Glenn			2022-11-25T06:45:22.793Z		INSTITUTION_MATCH_FUZZY
3864851968	847aa410-f762-11e1-a439-00145eb45e9a	http://arctos.database.museum/guid/BYU:Herp:41701?seid=4574813	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US	V.A. Hospital, Salt Lake City.	Utah	PRESENT		fd70f580-4ce2-11db-b80e-b8a03c50a862									1969-01-01T00:00:00	1	1	1969	4820533	4820533	PRESERVED_SPECIMEN	BYU	Herp	BYU:Herp:41701		James Glenn	1990-12-31T00:00:00	CC_BY_NC_4_0		Collector(s): James Glenn			2022-11-25T06:45:21.923Z		INSTITUTION_MATCH_FUZZY
3860826417	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/124959950	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.209008	-80.86155	4.0						2022-07-02T00:47:43	2	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	124959950		pythonbob	2022-07-06T01:00:28	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T05:26:03.286Z	StillImage	COORDINATE_ROUNDED
3860729363	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/125036291	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.888353	-80.838608	4.0						2022-07-05T21:19:02	5	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	125036291		Patrick Campbell	2022-07-06T15:43:04	CC_BY_NC_4_0	Patrick Campbell	Patrick Campbell			2022-11-25T05:26:21.651Z	StillImage	COORDINATE_ROUNDED
3860546128	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/121093106	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.374512	-80.814925	4.0						2022-06-08T22:09:08	8	6	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	121093106		pythonbob	2022-06-10T14:40:06	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T05:40:55.037Z	StillImage	COORDINATE_ROUNDED
3860516170	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/123468061	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.608619	-80.524883	15.0						2020-07-25T13:58:00	25	7	2020	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	123468061		Bill Pranty	2022-06-26T02:53:39	CC_BY_NC_4_0	Bill Pranty	Bill Pranty			2022-11-25T05:25:32.648Z	StillImage	COORDINATE_ROUNDED
3860152785	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/123038865	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.166161	-80.910797	42.0						2021-10-16T20:03:02	16	10	2021	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	123038865		BaylenHerps	2022-06-23T03:10:48	CC_BY_NC_4_0	BaylenHerps	BaylenHerps			2022-11-25T06:13:29.658Z	StillImage	COORDINATE_ROUNDED
3860098404	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/124959531	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.421462	-80.777175	4.0						2022-07-01T21:35:15	1	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	124959531		pythonbob	2022-07-06T00:56:26	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T06:07:52.550Z	StillImage	COORDINATE_ROUNDED
3859761331	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/124960145	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.238337	-80.813492	4.0						2022-07-02T01:41:38	2	7	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	124960145		pythonbob	2022-07-06T01:02:23	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T06:07:57.893Z	StillImage	COORDINATE_ROUNDED
3859737600	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/122854114	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.761953	-80.712303	6.0						2021-10-19T23:45:46	19	10	2021	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	122854114		BaylenHerps	2022-06-21T19:55:54	CC_BY_NC_4_0	BaylenHerps	BaylenHerps			2022-11-25T05:25:09.963Z	StillImage	COORDINATE_ROUNDED
3859728123	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/122230170	Animalia	Chordata	Squamata		Pythonidae	Python	Python bivittatus		SPECIES	Python bivittatus Kuhl, 1820	Python bivittatus		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.204778	-80.868522	4.0						2022-06-14T23:27:56	14	6	2022	4820533	4820533	HUMAN_OBSERVATION	iNaturalist	Observations	122230170		pythonbob	2022-06-17T23:18:33	CC_BY_NC_4_0	pythonbob	pythonbob			2022-11-25T05:24:58.212Z	StillImage	COORDINATE_ROUNDED
